time,x_true,y_true,yaw_true,ekf_x,ekf_y,ekf_yaw,nkf_yaw_error
195.213,2.12467,2.2494,0.5719,2.10617,2.06259,6.84933,0.0339307
195.234,2.12613,2.25112,0.5562,2.10748,2.06341,6.84217,0.0253947
195.264,2.12656,2.25163,0.5455,2.10982,2.06486,6.82943,0.0274307
195.285,2.1271,2.25189,0.5357,2.11061,2.06534,6.82704,0.0200187
195.305,2.12789,2.25202,0.5279,2.11183,2.06608,6.82704,0.0122187
195.336,2.13009,2.25275,0.5137,2.11267,2.0672,6.82801,0.0337271
195.356,2.13115,2.25351,0.5064,2.11372,2.06784,6.82801,0.0410271
195.386,2.13215,2.25441,0.4985,2.11454,2.06834,6.82801,0.0489271
195.397,2.13306,2.25528,0.4895,2.11585,2.06913,6.82801,0.0579271
195.427,2.13395,2.256,0.4819,2.11633,2.06943,6.82801,0.0655271
195.447,2.13541,2.25673,0.4816,2.11799,2.07043,6.82801,0.0658271
195.47,2.13636,2.25711,0.4865,2.11843,2.07069,6.82801,0.0609271
195.488,2.13775,2.25782,0.4939,2.12017,2.07175,6.82801,0.0535271
195.539,2.13863,2.25839,0.495,2.1217,2.07268,6.82801,0.0524271
195.59,2.14159,2.25939,0.4915,2.12385,2.07434,6.82745,0.0156804
195.61,2.14236,2.25971,0.4904,2.12415,2.07453,6.82745,0.0167804
195.62,2.14324,2.2606,0.4883,2.1259,2.07559,6.82745,0.0188804
195.661,2.14372,2.26134,0.4859,2.12642,2.0759,6.82745,0.0212804
195.663,2.14446,2.26213,0.4836,2.12777,2.07672,6.82745,0.0235804
195.711,2.14697,2.26327,0.4835,2.12978,2.07794,6.82745,0.0236804
195.772,2.14976,2.26383,0.4892,2.13214,2.07936,6.82745,0.0179804
195.794,2.15038,2.26418,0.4917,2.1324,2.07952,6.82745,0.0154804
195.819,2.15105,2.26468,0.4926,2.13395,2.08081,6.82668,0.00829365
195.835,2.15178,2.26529,0.4911,2.13417,2.08095,6.82668,0.00979365
195.854,2.1527,2.26595,0.4884,2.13533,2.08165,6.82111,0.00692168
195.874,2.15373,2.26662,0.4854,2.13729,2.08281,6.81434,0.00315569
195.894,2.15475,2.26732,0.4828,2.13782,2.08312,6.81434,0.00575569
195.915,2.15579,2.26801,0.4819,2.13852,2.08353,6.81434,0.00665569
195.925,2.15674,2.2686,0.4823,2.14006,2.08444,6.81434,0.00625569
195.953,2.15745,2.26896,0.4831,2.14032,2.08459,6.81434,0.00545569
195.986,2.15807,2.26916,0.4842,2.1427,2.08599,6.80798,0.00201232
196.002,2.15872,2.26927,0.4856,2.14292,2.08611,6.80678,0.00460633
196.016,2.15955,2.26939,0.4871,2.14493,2.08727,6.79604,0.0168523
196.032,2.1606,2.26971,0.489,2.14561,2.08765,6.79245,0.0223343
196.057,2.16188,2.27031,0.4902,2.14704,2.08844,6.78489,0.0310964
196.067,2.16328,2.27123,0.4878,2.14945,2.08976,6.77216,0.0414324
196.118,2.16537,2.27357,0.466,2.1528,2.09152,6.75464,0.0371443
196.179,2.16654,2.27441,0.4441,2.15471,2.09249,6.74947,0.0204183
196.2,2.16848,2.27411,0.4302,2.15633,2.0933,6.74947,0.00651835
196.23,2.17055,2.27515,0.4193,2.15727,2.09377,6.74947,0.00438165
196.246,2.17155,2.27589,0.4129,2.15878,2.09454,6.74947,0.0107817
196.297,2.17233,2.27663,0.4055,2.16007,2.09531,6.74881,0.0105837
196.322,2.17431,2.27778,0.3982,2.16109,2.09582,6.74881,0.0178837
196.342,2.17539,2.27825,0.4004,2.16279,2.09668,6.74881,0.0156837
196.383,2.17765,2.2793,0.4075,2.16351,2.09704,6.74881,0.0085837
196.393,2.17852,2.27974,0.4096,2.16507,2.09782,6.74881,0.0064837
196.433,2.17922,2.27991,0.4097,2.16565,2.09811,6.74881,0.0063837
196.444,2.1799,2.27991,0.4094,2.16681,2.0987,6.74881,0.0066837
196.464,2.18063,2.27991,0.4097,2.16766,2.09912,6.74881,0.0063837
196.484,2.18148,2.2802,0.4093,2.16887,2.09973,6.74881,0.0067837
196.506,2.18249,2.28079,0.4071,2.16918,2.09989,6.74881,0.0089837
196.541,2.18399,2.28221,0.4005,2.17091,2.10093,6.74778,0.00601534
196.552,2.18491,2.28304,0.3973,2.17149,2.10122,6.74778,0.00921534
196.565,2.18575,2.28339,0.3967,2.17305,2.102,6.74778,0.00981534
196.6,2.18643,2.28344,0.3984,2.17323,2.10209,6.74778,0.00811534
196.616,2.18721,2.28338,0.4008,2.17395,2.10245,6.74778,0.00571534
196.626,2.18812,2.28343,0.4031,2.17555,2.10326,6.74778,0.00341534
196.656,2.18903,2.2837,0.4051,2.17578,2.10337,6.74778,0.00141534
196.677,2.19002,2.28416,0.406,2.17843,2.10469,6.73544,0.0118227
196.708,2.19202,2.2854,0.402,2.17983,2.10537,6.72827,0.0149867
196.728,2.1929,2.28605,0.3994,2.18239,2.10658,6.71514,0.0255207
196.758,2.1938,2.28659,0.3971,2.18341,2.10705,6.70997,0.0283947
196.786,2.19456,2.28698,0.3957,2.18608,2.10822,6.69672,0.00996754
196.796,2.19527,2.28731,0.3954,2.18648,2.10839,6.69473,0.0116575
196.819,2.19614,2.28761,0.3963,2.18924,2.10958,6.6808,0.0264875
196.85,2.19813,2.28827,0.3993,2.19075,2.11021,6.67324,0.0370495
196.87,2.19915,2.28855,0.4008,2.19354,2.11134,6.65931,0.0524795
196.901,2.20013,2.28881,0.4019,2.1945,2.11172,6.65454,0.0583555
196.902,2.20097,2.28911,0.4025,2.19586,2.11225,6.64777,0.0657215
196.931,2.20181,2.28955,0.4016,2.19851,2.11326,6.63464,0.0779555
196.952,2.20263,2.29012,0.396,2.19908,2.11346,6.63185,0.0751415
196.982,2.20333,2.29087,0.3848,2.20216,2.11457,6.61673,0.0790655
197.023,2.20555,2.29214,0.3654,2.20435,2.11532,6.60598,0.0704115
197.043,2.20692,2.29243,0.361,2.20647,2.11603,6.59563,0.0763595
197.053,2.20825,2.2925,0.3565,2.20721,2.11627,6.59205,0.0754415
197.074,2.20922,2.29264,0.3484,2.20992,2.11712,6.57892,0.0804755
197.114,2.21026,2.29392,0.3278,2.21354,2.1182,6.5614,0.0773875
197.175,2.21215,2.2948,0.3158,2.21594,2.11888,6.54986,0.0769295
197.263,2.2166,2.29638,0.276,2.22296,2.12002,6.52248,0.000512777
197.276,2.21751,2.29665,0.2689,2.2238,2.12022,6.52009,0.00419921
197.399,2.22387,2.29829,0.2409,2.23002,2.12172,6.52009,0.0321992
197.419,2.22495,2.29849,0.2444,2.2307,2.12189,6.52009,0.0286992
197.439,2.22588,2.29881,0.2446,2.23241,2.1223,6.52009,0.0284992
197.46,2.22662,2.29926,0.2423,2.2326,2.12235,6.52009,0.0307992
197.49,2.22787,2.29999,0.2386,2.23508,2.12294,6.52009,0.0344992
197.515,2.22885,2.3001,0.24,2.23561,2.12307,6.52009,0.0330992
197.541,2.23016,2.3002,0.2426,2.23727,2.12347,6.52009,0.0304992
197.572,2.23278,2.30043,0.2435,2.23887,2.12386,6.52009,0.0295992
197.593,2.23359,2.30063,0.2414,2.23921,2.12394,6.52009,0.0316992
197.613,2.23417,2.30094,0.2386,2.24004,2.12414,6.52009,0.0344992
197.623,2.23467,2.30135,0.2356,2.24179,2.12456,6.52009,0.0374992
197.653,2.23535,2.30175,0.2331,2.24203,2.12462,6.52009,0.0399992
197.674,2.23632,2.30208,0.2317,2.24373,2.12503,6.52009,0.0413992
197.694,2.23749,2.30232,0.2319,2.24407,2.12511,6.52009,0.0411992
197.715,2.23875,2.30247,0.2332,2.24497,2.12533,6.5193,0.0391032
197.736,2.24004,2.30254,0.2357,2.24764,2.12597,6.50656,0.0238672
197.764,2.2413,2.30259,0.2389,2.25011,2.12596,6.4992,0.0022811
197.786,2.24242,2.30266,0.2413,2.2512,2.1262,6.49403,0.0052929
197.792,2.24336,2.3028,0.2417,2.25171,2.12631,6.49164,0.00808092
197.817,2.2441,2.30306,0.2405,2.25432,2.12685,6.4793,0.019219
197.829,2.24482,2.30346,0.2386,2.25542,2.12707,6.47413,0.022493
197.868,2.24563,2.30391,0.2365,2.25829,2.12761,6.4606,0.0339249
197.876,2.24648,2.30431,0.2345,2.25905,2.12775,6.45701,0.035507
197.898,2.24791,2.30478,0.2329,2.261,2.12808,6.44786,0.043061
197.919,2.24899,2.30499,0.2329,2.26414,2.12859,6.43313,0.0577869
197.949,2.25014,2.30514,0.2335,2.26465,2.12867,6.43075,0.060775
197.959,2.25136,2.30521,0.2348,2.26618,2.1289,6.42358,0.0692389
198.01,2.2537,2.30522,0.2371,2.27106,2.12717,6.41079,0.0151004
198.03,2.25588,2.30621,0.2205,2.27277,2.12739,6.40283,0.00646049
198.061,2.25691,2.30696,0.2079,2.27576,2.12774,6.3889,0.00779043
198.102,2.25976,2.3076,0.1892,2.27987,2.12816,6.3698,0.00819446
198.142,2.26058,2.30739,0.1847,2.28081,2.12824,6.36542,0.00807243
198.152,2.26133,2.30736,0.1773,2.28201,2.12834,6.35985,0.00624441
198.173,2.26207,2.3076,0.1678,2.28355,2.12845,6.35269,0.00390846
198.193,2.26282,2.30807,0.1588,2.28501,2.12855,6.34592,0.00167444
198.204,2.26356,2.30855,0.1517,2.28776,2.12872,6.33318,0.00731047
198.234,2.26437,2.30883,0.1463,2.28845,2.12876,6.33,0.00509443
198.254,2.26519,2.30893,0.1405,2.29154,2.12889,6.31567,0.0136224
198.295,2.26753,2.30912,0.1218,2.29354,2.12895,6.31289,0.00229158
198.336,2.26993,2.30969,0.1058,2.29474,2.12899,6.31289,0.0182916
198.346,2.27085,2.30996,0.0999,2.29664,2.12904,6.31289,0.0241916
198.397,2.2726,2.31013,0.0862,2.29874,2.12911,6.31289,0.0378916
198.427,2.27474,2.31038,0.0674,2.29974,2.12914,6.31289,0.0566916
198.448,2.27579,2.31042,0.064,2.30144,2.12919,6.31289,0.0600916
198.478,2.27688,2.31038,0.0668,2.30274,2.12922,6.31289,0.0572916
198.497,2.27928,2.31074,0.075,2.30419,2.12927,6.31289,0.0490916
198.526,2.28019,2.31113,0.0737,2.30554,2.12931,6.31289,0.0503916
198.553,2.28067,2.31127,0.0696,2.30584,2.12932,6.31289,0.0544916
198.579,2.281,2.3112,0.0654,2.30788,2.12938,6.31289,0.0586916
198.6,2.28165,2.31115,0.0633,2.30808,2.12938,6.31289,0.0607916
198.63,2.28402,2.31136,0.0654,2.31051,2.12946,6.31289,0.0586916
198.652,2.28527,2.31147,0.067,2.31086,2.12947,6.31289,0.0570916
198.671,2.28644,2.31144,0.0687,2.31254,2.12952,6.31289,0.0553916
198.701,2.28735,2.31147,0.0692,2.31316,2.12953,6.31289,0.0548916
198.711,2.288,2.31157,0.0681,2.31496,2.12959,6.31289,0.0559916
198.742,2.2886,2.31176,0.0659,2.31521,2.1296,6.31289,0.0581916
198.745,2.28923,2.31196,0.063,2.31591,2.12962,6.31289,0.0610916
198.772,2.29007,2.31217,0.0605,2.31779,2.12967,6.31289,0.0635916
198.813,2.29237,2.31259,0.059,2.31983,2.12973,6.31289,0.0650916
198.836,2.29358,2.31276,0.0588,2.32039,2.12975,6.31289,0.0652916
198.854,2.29482,2.31276,0.0597,2.32135,2.12978,6.3101,0.0616056
198.884,2.29604,2.3126,0.0618,2.32376,2.12984,6.29896,0.0483615
198.889,2.29725,2.31236,0.0639,2.32471,2.12985,6.29458,0.0418836
198.915,2.29833,2.31216,0.0645,2.32651,2.12987,6.28622,0.0329255
198.936,2.29927,2.31213,0.0633,2.32918,2.12987,6.27388,0.0217876
198.956,2.30001,2.3123,0.0618,2.33167,2.12984,6.26234,0.0117455
198.981,2.3005,2.31256,0.061,2.3321,2.12983,6.26035,0.0105556
198.997,2.30095,2.3128,0.0605,2.33356,2.1298,6.25358,0.00428951
199.007,2.30153,2.31301,0.0606,2.33657,2.1297,6.23965,0.00974043
199.038,2.3024,2.3131,0.0618,2.33692,2.12969,6.23806,0.0125324
199.068,2.305,2.313,0.0654,2.3413,2.12946,6.21776,0.0364305
199.109,2.30813,2.31319,0.0513,2.34507,2.12919,6.20025,0.0398424
199.169,2.31208,2.31296,0.0197,2.3497,2.12878,6.17876,0.0297345
199.2,2.31303,2.31311,0.0124,2.35269,2.12846,6.16483,0.0363644
199.23,2.31441,2.31343,0.0021,2.35405,2.12829,6.15846,0.0324324
199.251,2.31517,2.31334,-0.0045,2.35704,2.12791,6.14453,0.0397625
199.301,2.31707,2.31347,-0.025,2.35989,2.1275,6.13498,0.0288144
199.322,2.3191,2.31357,-0.0395,2.3609,2.12735,6.13498,0.0143144
199.352,2.32008,2.31345,-0.0441,2.36277,2.12707,6.13498,0.00971443
199.374,2.3211,2.31337,-0.0498,2.36307,2.12702,6.13498,0.00401443
199.403,2.32212,2.31345,-0.0576,2.36494,2.12675,6.13498,0.00378557
199.433,2.32377,2.31385,-0.0742,2.36584,2.12661,6.13498,0.0203856
199.444,2.32453,2.31389,-0.0816,2.36751,2.12636,6.13498,0.0277856
199.474,2.32533,2.31364,-0.0881,2.36899,2.12614,6.13498,0.0342856
199.515,2.3275,2.31322,-0.0953,2.36997,2.12599,6.13498,0.0414856
199.525,2.32877,2.31329,-0.092,2.37187,2.12571,6.13498,0.0381856
199.553,2.32974,2.31333,-0.0863,2.37254,2.12561,6.13498,0.0324856
199.576,2.33047,2.31326,-0.0811,2.37311,2.12553,6.13498,0.0272856
199.597,2.33128,2.31317,-0.0798,2.37465,2.1253,6.13498,0.0259856
199.617,2.33212,2.31297,-0.0823,2.37547,2.12517,6.13498,0.0284856
199.627,2.33294,2.31271,-0.086,2.37702,2.12494,6.13498,0.0321856
199.709,2.33665,2.31255,-0.0914,2.38172,2.12227,6.13777,0.0205702
199.729,2.33785,2.31273,-0.0936,2.38418,2.12191,6.12751,0.0286252
199.759,2.33912,2.31282,-0.0952,2.38494,2.12179,6.12431,0.0302302
199.77,2.34064,2.31277,-0.0963,2.38722,2.12142,6.11484,0.0386012
199.795,2.34203,2.31244,-0.0962,2.38791,2.1213,6.11197,0.0415712
199.81,2.34295,2.31198,-0.0953,2.39033,2.12088,6.10192,0.0525162
199.841,2.34343,2.31168,-0.0949,2.3906,2.12083,6.10078,0.0540642
199.851,2.34363,2.31156,-0.0942,2.39267,2.12044,6.09217,0.0633742
199.874,2.34368,2.31172,-0.0947,2.39322,2.12034,6.08987,0.0651702
199.901,2.34459,2.31204,-0.0982,2.395,2.11998,6.08241,0.0691322
199.93,2.34597,2.31215,-0.1011,2.39921,2.1162,6.08197,0.0385022
199.952,2.34756,2.31193,-0.1044,2.40024,2.11599,6.07766,0.0395072
199.973,2.34973,2.31149,-0.115,2.40235,2.11555,6.06889,0.0376782
200.013,2.35124,2.31163,-0.1319,2.40531,2.11489,6.05653,0.0331422
200.064,2.3518,2.31171,-0.1459,2.40874,2.11409,6.0422,0.0334732
200.089,2.35216,2.31156,-0.15,2.40907,2.11401,6.04079,0.0307782
200.115,2.35383,2.31135,-0.1583,2.41208,2.11325,6.02815,0.0351232
200.139,2.35489,2.31131,-0.163,2.41288,2.11304,6.02478,0.0337952
200.186,2.35591,2.31108,-0.1676,2.41526,2.10941,6.03155,0.0129753
200.207,2.35731,2.31037,-0.1787,2.41733,2.10887,6.02284,0.0105864
200.257,2.3587,2.31182,-0.2085,2.42081,2.10793,6.0082,0.00457863
200.288,2.35926,2.31196,-0.2152,2.4216,2.1077,6.0049,0.00797867
200.318,2.36008,2.31175,-0.2191,2.42389,2.10705,5.99528,0.00225365
200.327,2.3611,2.3112,-0.2214,2.42428,2.10693,5.99363,0.00290364
200.349,2.36221,2.3105,-0.2234,2.42636,2.1063,5.98483,0.00389638
200.365,2.36309,2.30994,-0.2257,2.42682,2.10616,5.9829,0.00352137
200.379,2.36373,2.30976,-0.2297,2.42772,2.10588,5.97905,0.00337135
200.407,2.36421,2.31002,-0.2367,2.43103,2.10241,5.97832,0.0158284
200.43,2.36462,2.31047,-0.2459,2.43298,2.1018,5.97007,0.0148784
200.471,2.36585,2.31064,-0.2636,2.4344,2.10133,5.96402,0.00322833
200.481,2.36672,2.31011,-0.2695,2.43692,2.1005,5.95326,0.00808434
200.512,2.36765,2.30944,-0.2733,2.43724,2.10039,5.95188,0.00566437
200.532,2.36859,2.30899,-0.2769,2.43958,2.09957,5.94162,0.0123304
200.562,2.37004,2.30932,-0.2902,2.44065,2.09919,5.93695,0.00370234
200.572,2.37054,2.30959,-0.2987,2.44276,2.09843,5.92766,0.00448339
200.623,2.37163,2.30891,-0.3096,2.44405,2.09795,5.92193,0.000683639
200.648,2.37235,2.30811,-0.3128,2.44674,2.09463,5.92284,0.000864024
200.664,2.37335,2.30741,-0.3162,2.44776,2.09425,5.9182,0.000376965
200.674,2.37444,2.30719,-0.3224,2.44949,2.09358,5.91031,0.00206698
200.701,2.37545,2.30729,-0.3302,2.45027,2.09328,5.90677,0.00219702
200.725,2.37632,2.30754,-0.3391,2.45199,2.09259,5.8989,0.00322701
200.746,2.37694,2.30754,-0.346,2.45281,2.09226,5.89512,0.00634402
200.757,2.37734,2.30718,-0.35,2.45328,2.09207,5.89296,0.00818405
200.776,2.37778,2.30658,-0.3529,2.45509,2.09132,5.88462,0.00274402
200.807,2.37832,2.30599,-0.3568,2.45578,2.09103,5.88139,0.00341706
200.817,2.37896,2.30563,-0.3624,2.45773,2.0902,5.87241,3.00E-05
200.847,2.37975,2.3056,-0.3697,2.45847,2.08988,5.869,0.00391901
200.888,2.38124,2.30576,-0.3843,2.46125,2.08706,5.86575,0.00775265
200.898,2.38191,2.30551,-0.3898,2.46258,2.08647,5.85953,0.00847269
200.929,2.38238,2.305,-0.3936,2.4642,2.08574,5.85204,0.0121657
200.949,2.38279,2.30441,-0.3972,2.46442,2.08564,5.85101,0.00959569
200.959,2.38101,2.30406,-0.3836,2.46536,2.0852,5.84665,0.0275557
200.97,2.38395,2.30381,-0.409,2.46724,2.08432,5.83785,0.0109557
201.01,2.3848,2.30378,-0.4158,2.46903,2.08347,5.82942,0.0125777
201.035,2.38645,2.30367,-0.4295,2.46995,2.08302,5.82511,0.00319564
201.052,2.38719,2.30334,-0.4339,2.47188,2.08206,5.81596,0.00793965
201.088,2.38782,2.30281,-0.4369,2.47221,2.0819,5.81444,0.00646366
201.101,2.38845,2.30226,-0.4395,2.47285,2.08158,5.81142,0.00688168
201.122,2.38889,2.30189,-0.443,2.47512,2.0791,5.80993,0.0105124
201.14,2.38918,2.30177,-0.4483,2.47575,2.07878,5.807,0.00814047
201.162,2.38956,2.30183,-0.4552,2.47751,2.07787,5.79877,0.00947845
201.186,2.39006,2.30189,-0.4621,2.47792,2.07765,5.79683,0.00451448
201.203,2.39088,2.30174,-0.4681,2.47961,2.07675,5.78892,0.00642848
201.227,2.39195,2.30126,-0.4728,2.47987,2.07661,5.78772,0.00292345
201.243,2.39298,2.30059,-0.4771,2.48206,2.07542,5.77752,0.00882645
201.275,2.39372,2.29993,-0.4815,2.48241,2.07523,5.77586,0.00608544
201.284,2.39413,2.29949,-0.4863,2.48287,2.07497,5.77373,0.00341146
201.304,2.39426,2.29943,-0.4921,2.48469,2.07395,5.76528,0.00606146
201.345,2.3948,2.2996,-0.5026,2.48643,2.07296,5.75715,0.00368948
201.366,2.39495,2.29967,-0.5052,2.48716,2.07158,5.76133,0.00645173
201.375,2.39577,2.29944,-0.511,2.48746,2.07141,5.75994,0.00203674
201.376,2.39617,2.29915,-0.5124,2.4879,2.07115,5.75787,0.00270675
201.396,2.3966,2.29877,-0.5138,2.48933,2.07032,5.75123,0.00794776
201.416,2.39705,2.29834,-0.5154,2.48978,2.07006,5.74917,0.00840872
201.426,2.3975,2.2979,-0.5174,2.4911,2.06928,5.74301,0.0125677
201.457,2.39867,2.29693,-0.5258,2.49154,2.06901,5.74096,0.00621773
201.459,2.39897,2.29679,-0.5293,2.49178,2.06887,5.73983,0.00385275
201.477,2.39942,2.29675,-0.5371,2.49328,2.06796,5.7329,0.00298173
201.507,2.40005,2.29699,-0.5471,2.49409,2.06746,5.72915,0.00327128
201.518,2.40027,2.29702,-0.5496,2.49452,2.0672,5.72718,0.00380326
201.528,2.40052,2.29697,-0.5518,2.49594,2.06631,5.72064,0.000536729
201.551,2.40081,2.29681,-0.5536,2.49604,2.06625,5.72021,0.00082725
201.553,2.40113,2.29657,-0.5551,2.49613,2.06619,5.71977,0.00189128
201.579,2.40213,2.29554,-0.5596,2.49813,2.06492,5.71048,0.00289371
201.599,2.40246,2.29518,-0.5615,2.49822,2.06486,5.71005,0.00142373
201.6,2.40307,2.29452,-0.5663,2.49855,2.06465,5.70855,0.00187127
201.609,2.40332,2.29428,-0.569,2.49918,2.06383,5.71076,0.00999943
201.619,2.40353,2.2941,-0.572,2.50043,2.06303,5.70501,0.0127524
201.67,2.4044,2.29396,-0.5852,2.50218,2.06188,5.69696,0.00760039
201.691,2.40466,2.29399,-0.5886,2.50286,2.06142,5.69379,0.00736541
201.742,2.40679,2.29314,-0.6064,2.50505,2.05995,5.68377,0.00040562
201.752,2.40758,2.29241,-0.6114,2.50551,2.05964,5.6817,0.00333962
201.762,2.40795,2.29202,-0.6137,2.50687,2.0587,5.67554,0.000516421
201.792,2.40887,2.29101,-0.6212,2.50754,2.05823,5.67248,0.00391761
201.813,2.40909,2.29082,-0.6242,2.50887,2.0573,5.66641,0.000851612
201.864,2.4099,2.29105,-0.6409,2.51098,2.05567,5.66084,0.00543896
201.884,2.41048,2.29098,-0.648,2.51154,2.05527,5.65828,0.00997296
201.894,2.41072,2.29073,-0.6496,2.51197,2.05496,5.65632,0.00961096
201.915,2.41096,2.29038,-0.6509,2.51334,2.05396,5.65006,0.00465795
201.934,2.41121,2.28995,-0.6519,2.51343,2.0539,5.64967,0.00526798
201.946,2.41208,2.28846,-0.6558,2.51389,2.05355,5.64753,0.00702395
201.947,2.4124,2.28807,-0.6579,2.51428,2.05327,5.64578,0.00737798
201.966,2.41272,2.28776,-0.6606,2.5153,2.05251,5.64114,0.00543595
201.987,2.41331,2.28746,-0.6676,2.51598,2.052,5.63805,0.00934799
201.997,2.41385,2.2875,-0.6759,2.5164,2.05168,5.63613,0.015727
202.007,2.41409,2.2876,-0.6801,2.51763,2.05076,5.63062,0.014415
202.037,2.41432,2.28768,-0.6841,2.51788,2.05056,5.62948,0.017275
202.048,2.41476,2.28765,-0.6907,2.51834,2.05021,5.62739,0.021789
202.058,2.41525,2.28725,-0.6952,2.51969,2.04917,5.62135,0.020241
202.098,2.41603,2.28603,-0.699,2.52016,2.04941,5.61903,0.0181812
202.109,2.41628,2.28558,-0.7003,2.52129,2.04852,5.61398,0.0219301
202.13,2.4172,2.28452,-0.7076,2.52162,2.04826,5.61248,0.0161262
202.16,2.4176,2.28428,-0.7111,2.52287,2.04727,5.6069,0.0182072
202.18,2.41891,2.28389,-0.7242,2.52356,2.04671,5.60374,0.00826416
202.2,2.41966,2.2837,-0.7332,2.52477,2.04573,5.59829,0.00471416
202.251,2.42097,2.28243,-0.7471,2.52693,2.04395,5.58853,0.000581167
202.27,2.42111,2.28207,-0.7483,2.52701,2.04389,5.58817,0.000264858
202.272,2.42123,2.28175,-0.7491,2.52709,2.04382,5.58782,0.000712842
202.282,2.42133,2.28146,-0.7499,2.52752,2.04346,5.58589,0.000423144
202.285,2.42143,2.28123,-0.7507,2.52764,2.04336,5.58536,0.000151147
202.302,2.42155,2.28105,-0.7518,2.52873,2.04244,5.58043,0.00397917
202.316,2.42171,2.28091,-0.7533,2.52881,2.04238,5.58008,0.00283114
202.318,2.42193,2.28078,-0.7553,2.52892,2.04228,5.57955,0.00135915
202.323,2.4222,2.28067,-0.7579,2.52908,2.04215,5.57885,0.000536863
202.333,2.42251,2.28056,-0.761,2.52947,2.04182,5.57709,0.00187882
202.353,2.42285,2.28046,-0.7647,2.52971,2.04453,5.57058,0.00122657
202.384,2.42422,2.27992,-0.7804,2.53052,2.04383,5.56693,0.0132845
202.394,2.42448,2.2797,-0.7832,2.53171,2.04279,5.5616,0.0107526
202.416,2.4247,2.27945,-0.7854,2.53183,2.04269,5.56109,0.0124366
202.419,2.42489,2.27919,-0.787,2.5319,2.04262,5.56074,0.0136925
202.421,2.42503,2.2789,-0.7881,2.53202,2.04252,5.56023,0.0142765
202.436,2.42516,2.2786,-0.7888,2.53297,2.04167,5.55595,0.0107006
202.449,2.42529,2.27829,-0.7894,2.53305,2.0416,5.55561,0.0109586
202.456,2.42544,2.27801,-0.7903,2.53358,2.04113,5.55322,0.00947356
202.466,2.42559,2.27778,-0.7914,2.53366,2.04106,5.55288,0.0102335
202.467,2.42575,2.2776,-0.7929,2.53392,2.04082,5.55169,0.0105436
202.476,2.42594,2.27747,-0.795,2.53502,2.03984,5.54676,0.00771354
202.507,2.42614,2.27739,-0.7976,2.53529,2.0396,5.54558,0.00912955
202.517,2.42662,2.27719,-0.8035,2.53563,2.03929,5.54407,0.0135176
202.527,2.42688,2.27706,-0.8067,2.53657,2.03843,5.53988,0.0125346
202.548,2.42714,2.2769,-0.8099,2.53683,2.03819,5.53872,0.0145656
202.551,2.42768,2.27642,-0.816,2.5371,2.03794,5.53755,0.0194966
202.568,2.42795,2.27612,-0.8188,2.53751,2.03756,5.53571,0.0204605
202.586,2.42825,2.2758,-0.8214,2.53811,2.03797,5.53073,0.000304317
202.599,2.42912,2.27486,-0.827,2.53841,2.03769,5.52941,0.00458433
202.67,2.42954,2.27399,-0.8379,2.54121,2.03503,5.5169,0.00296831
202.752,2.43146,2.27709,-0.9032,2.5437,2.03262,5.50584,0.0572103
202.772,2.43241,2.27633,-0.9093,2.54462,2.03171,5.5045,0.0619663
202.829,2.43342,2.27481,-0.9185,2.54406,2.03925,5.49788,0.0518053
202.832,2.43339,2.27464,-0.9197,2.54412,2.03919,5.49788,0.0530053
202.834,2.43333,2.27454,-0.921,2.54433,2.03898,5.49788,0.0543053
202.853,2.43329,2.27448,-0.9224,2.54473,2.03858,5.49788,0.0557053
202.854,2.43326,2.27448,-0.9241,2.54479,2.03852,5.49788,0.0574053
202.864,2.43327,2.27449,-0.9262,2.5457,2.03761,5.49788,0.0595053
202.894,2.43343,2.27442,-0.9287,2.54615,2.03715,5.49788,0.0620053
202.924,2.43518,2.27336,-0.9414,2.54716,2.03615,5.49788,0.0747053
202.945,2.43634,2.2723,-0.9514,2.54758,2.03572,5.49788,0.0847053
202.955,2.43655,2.27202,-0.9541,2.54783,2.03548,5.49788,0.0874053
202.975,2.43671,2.27178,-0.956,2.54859,2.03472,5.49788,0.0893053
202.981,2.43683,2.27158,-0.9571,2.54865,2.03466,5.49788,0.0904053
203.016,2.4371,2.27074,-0.9554,2.55002,2.03329,5.49788,0.0887053
203.028,2.4372,2.27046,-0.9547,2.55008,2.03323,5.49788,0.0880053
203.037,2.43734,2.27019,-0.9539,2.55041,2.0329,5.49788,0.0872053
203.047,2.43753,2.26992,-0.9534,2.55078,2.03253,5.49788,0.0867053
203.053,2.43777,2.26966,-0.9532,2.55084,2.03247,5.49788,0.0865053
203.072,2.43798,2.26939,-0.9531,2.54346,2.0604,5.47629,0.0307706
203.082,2.43815,2.26912,-0.9531,2.54355,2.06031,5.47629,0.0307706
203.085,2.43835,2.26886,-0.9533,2.54361,2.06024,5.47629,0.0309706
203.098,2.43855,2.26859,-0.9537,2.54408,2.05975,5.47629,0.0313706
203.103,2.43883,2.26834,-0.9551,2.54414,2.05969,5.47629,0.0327706
203.118,2.43908,2.26815,-0.9573,2.54509,2.05869,5.47629,0.0349706
203.169,2.43962,2.26771,-0.9667,2.54617,2.05757,5.47629,0.0443706
203.173,2.43978,2.26751,-0.9692,2.5464,2.05733,5.47629,0.0468706
203.181,2.44029,2.26702,-0.9728,2.54652,2.0572,5.47629,0.0504706
